label,AVG_duration,Median_duration,Stay_frequency,Hotspot_longitude,Hotspot_latitude,停留时长比例大于70%,停留时段比例大于70%
87,389.04411764705884,312.0,68.0,119.09692669999916,35.15666170000012,1.0,0.0
88,77.31428571428572,57.0,105.0,118.77043935928248,35.14741363781274,0.0,0.0
89,89.36201117318436,54.0,2685.0,118.44788716779124,35.03159615569217,0.0,0.0
90,49.45049504950495,21.5,202.0,119.51694457407791,35.332232901685984,0.0,0.0
91,51.666666666666664,31.0,9.0,119.36114544251963,35.21477215040204,0.0,0.0
92,97.03243243243243,33.0,370.0,119.5339432219382,35.54420734029713,0.0,0.0
93,45.38834951456311,40.0,103.0,119.26336993492791,35.15856168379166,0.0,0.0
94,74.38541666666667,44.0,384.0,120.04306044937186,35.91069091235358,0.0,0.0
95,429.1125,514.5,80.0,119.41772992321198,35.36910479700677,1.0,0.0
96,24.792857142857144,21.0,280.0,118.69176787918506,35.12457800873718,0.0,0.0
97,64.3620283018868,24.0,848.0,118.42665172563737,35.03958145505,0.0,0.0
98,30.517441860465116,16.0,172.0,119.26521202920837,35.1131579522985,0.0,0.0
99,129.24643249176728,63.0,1822.0,119.3783133983702,34.7497235052581,0.0,0.0
